Altitude_ft,ISA_Deviation_K,N2_RPM,Degradation_Index,Fuel_Flow_kgs,P2_Pa,T2_K,P3_Pa,T3_K,W3_kgs,P4_Pa,T4_K,P5_Pa,T5_K,P9_Pa,T9_K,Mach_9,Stall_Margin
10000.0,0.0,33000.0,0.8,0.2385714285714286,69680.54869120053,268.33799999999997,133174.4125690761,286.2945635828547,0.7027788975786426,127847.43606631306,1477.1428,19177.11540994696,1258.6475195794076,69680.54869120053,1258.6475195794076,0.0,0.83262857207335
10000.0,0.0,35000.0,0.8,0.25,69680.54869120053,268.33799999999997,140536.11388481528,287.83911875409774,0.7865746063451611,134914.66932942267,1500.0,20237.2003994134,1261.3683494401557,69680.54869120053,1261.3683494401557,0.0,0.8407994461884543
10000.0,15.0,20000.0,0.0,0.16428571428571428,69680.54869120053,283.33799999999997,85324.96105605297,289.1354069117675,0.26557001591332496,81911.96261381084,1328.5714,12286.794392071626,1261.250766156032,69680.54869120053,1261.250766156032,0.0,0.7658861690594951
10000.0,15.0,28000.0,0.0,0.21000000000000002,69680.54869120053,283.33799999999997,114770.75007955088,297.8357251707026,0.5001059641922607,110179.92007636884,1420.0,16526.988011455327,1249.6310314718023,69680.54869120053,1249.6310314718023,0.0,0.817988677882367
10000.0,15.0,33000.0,0.0,0.2385714285714286,69680.54869120053,283.33799999999997,133174.58520608395,302.2983683710827,0.6839242041779129,127847.60179784059,1477.1428,19177.14026967609,1251.5872979860242,69680.54869120053,1251.5872979860242,0.0,0.8409420656284042
10000.0,15.0,35000.0,0.0,0.25,69680.54869120053,283.33799999999997,140536.07739605202,303.92921655537594,0.7654705886608619,134914.63430020993,1500.0,20237.19514503149,1253.6820704647287,69680.54869120053,1253.6820704647287,0.0,0.8486415592138747
10000.0,15.0,20000.0,0.2,0.16428571428571428,69680.54869120053,283.33799999999997,85324.96105605297,289.1354069117675,0.26557001591332496,81911.96261381084,1328.5714,12286.794392071626,1261.7906306337204,69680.54869120053,1261.7906306337204,0.0,0.7601292715773516
10000.0,15.0,28000.0,0.2,0.21000000000000002,69680.54869120053,283.33799999999997,114770.75007955088,297.8357251707026,0.5001059641922607,110179.92007636884,1420.0,16526.988011455327,1250.9744368713543,69680.54869120053,1250.9744368713543,0.0,0.8135129896335728
10000.0,15.0,33000.0,0.2,0.2385714285714286,69680.54869120053,283.33799999999997,133174.58520608395,302.2983683710827,0.6839242041779129,127847.60179784059,1477.1428,19177.14026967609,1253.350741178112,69680.54869120053,1253.350741178112,0.0,0.8370308049471354
10000.0,15.0,35000.0,0.2,0.25,69680.54869120053,283.33799999999997,140536.07739605202,303.92921655537594,0.7654705886608619,134914.63430020993,1500.0,20237.19514503149,1255.6018726427303,69680.54869120053,1255.6018726427303,0.0,0.8449196303420848
10000.0,15.0,20000.0,0.5,0.16428571428571428,69680.54869120053,283.33799999999997,85324.96105605297,289.1354069117675,0.26557001591332496,81911.96261381084,1328.5714,12286.794392071626,1262.6006043676693,69680.54869120053,1262.6006043676693,0.0,0.7509427330420161
10000.0,15.0,28000.0,0.5,0.21000000000000002,69680.54869120053,283.33799999999997,114770.75007955088,297.8357251707026,0.5001059641922607,110179.92007636884,1420.0,16526.988011455327,1252.990646192141,69680.54869120053,1252.990646192141,0.0,0.8063709339174117
10000.0,15.0,33000.0,0.5,0.2385714285714286,69680.54869120053,283.33799999999997,133174.38571676065,302.29832308816515,0.683923179690693,127847.41028809022,1477.1428,19177.111543213534,1255.9982641662318,69680.54869120053,1255.9982641662318,0.0,0.8307897082266018
10000.0,15.0,35000.0,0.5,0.25,69680.54869120053,283.33799999999997,140536.07739605202,303.92921655537594,0.7654705886608619,134914.63430020993,1500.0,20237.19514503149,1258.4838104526439,69680.54869120053,1258.4838104526439,0.0,0.83898038214242
10000.0,15.0,20000.0,0.8,0.16428571428571428,69680.54869120053,283.33799999999997,85324.96105605297,289.1354069117675,0.26557001591332496,81911.96261381084,1328.5714,12286.794392071626,1263.4107905225185,69680.54869120053,1263.4107905225185,0.0,0.7410245232959017
